,date,type,delta_min,upac,time_series
0,2019-07-01,Renewable,15,2,"b'{""00:00"": -2.5763711164472625e-06, ""00:15"": -2.5763711164472625e-06, ""00:30"": -2.5763711164472625e-06, ""00:45"": -2.5763711164472625e-06, ""01:00"": -2.5763711164472625e-06, ""01:15"": -2.5763711164472625e-06, ""01:30"": -2.5763711164472625e-06, ""01:45"": -2.5763711164472625e-06, ""02:00"": -2.5763711164472625e-06, ""02:15"": -2.5763711164472625e-06, ""02:30"": -2.5763711164472625e-06, ""02:45"": -2.5763711164472625e-06, ""03:00"": -2.5763711164472625e-06, ""03:15"": -2.5763711164472625e-06, ""03:30"": -2.5763711164472625e-06, ""03:45"": -2.5763711164472625e-06, ""04:00"": -2.5763711164472625e-06, ""04:15"": -2.5763711164472625e-06, ""04:30"": -2.5763711164472625e-06, ""04:45"": -2.5763711164472625e-06, ""05:00"": -2.5763711164472625e-06, ""05:15"": -2.5763711164472625e-06, ""05:30"": -2.5763711164472625e-06, ""05:45"": -2.5763711164472625e-06, ""06:00"": -2.5763711164472625e-06, ""06:15"": -2.5763711164472625e-06, ""06:30"": 4.6866583824157715, ""06:45"": 26.006681442260742, ""07:00"": 41.63334274291992, ""07:15"": 58.13334274291992, ""07:30"": 71.24667358398438, ""07:45"": 86.05999755859375, ""08:00"": 215.18666076660156, ""08:15"": 349.61334228515625, ""08:30"": 479.97332763671875, ""08:45"": 629.1799926757812, ""09:00"": 669.4466552734375, ""09:15"": 739.7999877929688, ""09:30"": 904.5733032226562, ""09:45"": 973.9199829101562, ""10:00"": 1045.1466064453125, ""10:15"": 1042.2332763671875, ""10:30"": 1042.9266357421875, ""10:45"": 1089.9866943359375, ""11:00"": 1144.9266357421875, ""11:15"": 1118.6199951171875, ""11:30"": 1128.2266845703125, ""11:45"": 1086.9932861328125, ""12:00"": 1189.52001953125, ""12:15"": 990.4733276367188, ""12:30"": 1062.7733154296875, ""12:45"": 882.8132934570312, ""13:00"": 1114.6800537109375, ""13:15"": 616.7866821289062, ""13:30"": 663.2266235351562, ""13:45"": 782.873291015625, ""14:00"": 764.02001953125, ""14:15"": 846.0333251953125, ""14:30"": 523.6599731445312, ""14:45"": 502.32666015625, ""15:00"": 654.2666625976562, ""15:15"": 695.4199829101562, ""15:30"": 563.739990234375, ""15:45"": 616.4199829101562, ""16:00"": 489.3066711425781, ""16:15"": 622.586669921875, ""16:30"": 669.0133056640625, ""16:45"": 521.8466186523438, ""17:00"": 375.760009765625, ""17:15"": 272.8466796875, ""17:30"": 135.1999969482422, ""17:45"": 202.4066619873047, ""18:00"": 209.1666717529297, ""18:15"": 163.94667053222656, ""18:30"": 131.0, ""18:45"": 91.52667236328125, ""19:00"": 97.72666931152344, ""19:15"": 57.346675872802734, ""19:30"": 28.026655197143555, ""19:45"": 9.573330879211426, ""20:00"": -2.5763711164472625e-06, ""20:15"": -2.5763711164472625e-06, ""20:30"": -2.5763711164472625e-06, ""20:45"": -2.5763711164472625e-06, ""21:00"": -2.5763711164472625e-06, ""21:15"": -2.5763711164472625e-06, ""21:30"": -2.5763711164472625e-06, ""21:45"": -2.5763711164472625e-06, ""22:00"": -2.5763711164472625e-06, ""22:15"": -2.5763711164472625e-06, ""22:30"": -2.5763711164472625e-06, ""22:45"": -2.5763711164472625e-06, ""23:00"": -2.5763711164472625e-06, ""23:15"": -2.5763711164472625e-06, ""23:30"": -2.5763711164472625e-06, ""23:45"": -2.5763711164472625e-06}'"
1,2019-07-01,Renewable,15,6,"b'{""00:00"": 0.7133392691612244, ""00:15"": 0.7000030875205994, ""00:30"": 0.7066559195518494, ""00:45"": 0.7000030875205994, ""01:00"": 0.7000030875205994, ""01:15"": 0.7533172965049744, ""01:30"": 0.9133514761924744, ""01:45"": 0.9066376090049744, ""02:00"": 0.9133514761924744, ""02:15"": 0.8133148550987244, ""02:30"": 0.7266754508018494, ""02:45"": 0.7133392691612244, ""03:00"": 0.7199921011924744, ""03:15"": 0.7133392691612244, ""03:30"": 0.7199921011924744, ""03:45"": 0.7000030875205994, ""04:00"": 0.7266754508018494, ""04:15"": 0.7266754508018494, ""04:30"": 0.9533295035362244, ""04:45"": 0.9333404898643494, ""05:00"": 0.9200043082237244, ""05:15"": 0.8333343863487244, ""05:30"": 0.7133392691612244, ""05:45"": 0.7066559195518494, ""06:00"": 0.6599945425987244, ""06:15"": 4.020010471343994, ""06:30"": 14.900014877319336, ""06:45"": 27.12666893005371, ""07:00"": 36.019981384277344, ""07:15"": 43.26665496826172, ""07:30"": 49.153343200683594, ""07:45"": 58.106651306152344, ""08:00"": 186.63331604003906, ""08:15"": 493.0333251953125, ""08:30"": 655.1866455078125, ""08:45"": 824.9666748046875, ""09:00"": 1038.5400390625, ""09:15"": 1188.1134033203125, ""09:30"": 1308.5999755859375, ""09:45"": 1428.1600341796875, ""10:00"": 1528.86669921875, ""10:15"": 1629.1533203125, ""10:30"": 1711.2999267578125, ""10:45"": 1804.493408203125, ""11:00"": 1895.5799560546875, ""11:15"": 1794.2733154296875, ""11:30"": 2062.820068359375, ""11:45"": 1949.3466796875, ""12:00"": 2060.580078125, ""12:15"": 2128.14013671875, ""12:30"": 2110.94677734375, ""12:45"": 1990.1533203125, ""13:00"": 1164.353271484375, ""13:15"": 1348.260009765625, ""13:30"": 1085.9932861328125, ""13:45"": 971.9999389648438, ""14:00"": 643.5333251953125, ""14:15"": 641.0999755859375, ""14:30"": 786.5133666992188, ""14:45"": 983.13330078125, ""15:00"": 1690.3065185546875, ""15:15"": 1833.739990234375, ""15:30"": 2165.860107421875, ""15:45"": 1782.86669921875, ""16:00"": 2053.320068359375, ""16:15"": 1236.7000732421875, ""16:30"": 1153.106689453125, ""16:45"": 730.6600341796875, ""17:00"": 535.9666748046875, ""17:15"": 543.2066650390625, ""17:30"": 565.066650390625, ""17:45"": 397.2066650390625, ""18:00"": 380.0199890136719, ""18:15"": 341.7733459472656, ""18:30"": 299.41998291015625, ""18:45"": 410.1266784667969, ""19:00"": 221.2866668701172, ""19:15"": 167.77999877929688, ""19:30"": 108.27999114990234, ""19:45"": 27.57997703552246, ""20:00"": 0.7333282828330994, ""20:15"": 0.7533172965049744, ""20:30"": 0.7400116324424744, ""20:45"": 0.7266754508018494, ""21:00"": 0.6933502554893494, ""21:15"": 0.7066559195518494, ""21:30"": 0.7866730093955994, ""21:45"": 0.9000152945518494, ""22:00"": 0.9000152945518494, ""22:15"": 0.9000152945518494, ""22:30"": 0.7999786734580994, ""22:45"": 0.7000030875205994, ""23:00"": 0.7066559195518494, ""23:15"": 0.7066559195518494, ""23:30"": 0.7000030875205994, ""23:45"": 0.7000030875205994}'"
2,2019-07-01,Renewable,15,8,"b'{""00:00"": 3.484587432467379e-05, ""00:15"": 3.484587432467379e-05, ""00:30"": 3.484587432467379e-05, ""00:45"": 3.484587432467379e-05, ""01:00"": 3.484587432467379e-05, ""01:15"": 3.484587432467379e-05, ""01:30"": 3.484587432467379e-05, ""01:45"": 3.484587432467379e-05, ""02:00"": 3.484587432467379e-05, ""02:15"": 3.484587432467379e-05, ""02:30"": 3.484587432467379e-05, ""02:45"": 3.484587432467379e-05, ""03:00"": 3.484587432467379e-05, ""03:15"": 3.484587432467379e-05, ""03:30"": 3.484587432467379e-05, ""03:45"": 3.484587432467379e-05, ""04:00"": 3.484587432467379e-05, ""04:15"": 3.484587432467379e-05, ""04:30"": 3.484587432467379e-05, ""04:45"": 3.484587432467379e-05, ""05:00"": 3.484587432467379e-05, ""05:15"": 3.484587432467379e-05, ""05:30"": 3.484587432467379e-05, ""05:45"": 3.484587432467379e-05, ""06:00"": 3.484587432467379e-05, ""06:15"": 6.526707172393799, ""06:30"": 36.60000991821289, ""06:45"": 62.44662857055664, ""07:00"": 81.1066665649414, ""07:15"": 108.89334869384766, ""07:30"": 171.02664184570312, ""07:45"": 184.23995971679688, ""08:00"": 233.44668579101562, ""08:15"": 501.7200012207031, ""08:30"": 806.6266479492188, ""08:45"": 736.1266479492188, ""09:00"": 647.4666748046875, ""09:15"": 506.0333251953125, ""09:30"": 791.4733276367188, ""09:45"": 993.0533447265625, ""10:00"": 1623.0732421875, ""10:15"": 1230.8133544921875, ""10:30"": 1879.219970703125, ""10:45"": 931.3133544921875, ""11:00"": 1993.413330078125, ""11:15"": 2194.766845703125, ""11:30"": 2235.806640625, ""11:45"": 2566.4267578125, ""12:00"": 2082.380126953125, ""12:15"": 1820.8199462890625, ""12:30"": 2665.693359375, ""12:45"": 2780.88671875, ""13:00"": 2951.666748046875, ""13:15"": 2479.860107421875, ""13:30"": 2548.726806640625, ""13:45"": 2929.340087890625, ""14:00"": 1773.0999755859375, ""14:15"": 1974.52001953125, ""14:30"": 1783.6866455078125, ""14:45"": 2617.5400390625, ""15:00"": 1911.5399169921875, ""15:15"": 2179.86669921875, ""15:30"": 1987.3865966796875, ""15:45"": 2454.033447265625, ""16:00"": 1947.453369140625, ""16:15"": 2698.7734375, ""16:30"": 2998.973388671875, ""16:45"": 3212.13330078125, ""17:00"": 2778.873291015625, ""17:15"": 3056.25341796875, ""17:30"": 2101.119873046875, ""17:45"": 2343.806640625, ""18:00"": 1948.2999267578125, ""18:15"": 1679.4000244140625, ""18:30"": 1671.3333740234375, ""18:45"": 1432.679931640625, ""19:00"": 958.0466918945312, ""19:15"": 765.280029296875, ""19:30"": 263.0066833496094, ""19:45"": 110.25333404541016, ""20:00"": 43.31332778930664, ""20:15"": 0.07333806902170181, ""20:30"": 3.484587432467379e-05, ""20:45"": 3.484587432467379e-05, ""21:00"": 3.484587432467379e-05, ""21:15"": 3.484587432467379e-05, ""21:30"": 3.484587432467379e-05, ""21:45"": 3.484587432467379e-05, ""22:00"": 3.484587432467379e-05, ""22:15"": 3.484587432467379e-05, ""22:30"": 3.484587432467379e-05, ""22:45"": 3.484587432467379e-05, ""23:00"": 3.484587432467379e-05, ""23:15"": 3.484587432467379e-05, ""23:30"": 3.484587432467379e-05, ""23:45"": 3.484587432467379e-05}'"
3,2019-07-01,Renewable,15,9,"b'{""00:00"": -4.342637566878693e-06, ""00:15"": -4.342637566878693e-06, ""00:30"": -4.342637566878693e-06, ""00:45"": -4.342637566878693e-06, ""01:00"": -4.342637566878693e-06, ""01:15"": -4.342637566878693e-06, ""01:30"": 0.006648489274084568, ""01:45"": -4.342637566878693e-06, ""02:00"": -4.342637566878693e-06, ""02:15"": -4.342637566878693e-06, ""02:30"": -4.342637566878693e-06, ""02:45"": -4.342637566878693e-06, ""03:00"": -4.342637566878693e-06, ""03:15"": -4.342637566878693e-06, ""03:30"": -4.342637566878693e-06, ""03:45"": -4.342637566878693e-06, ""04:00"": -4.342637566878693e-06, ""04:15"": -4.342637566878693e-06, ""04:30"": -4.342637566878693e-06, ""04:45"": 0.006648489274084568, ""05:00"": 0.013362356461584568, ""05:15"": 0.006648489274084568, ""05:30"": 0.026668021455407143, ""05:45"": 0.013362356461584568, ""06:00"": -4.342637566878693e-06, ""06:15"": 16.680049896240234, ""06:30"": 58.293331146240234, ""06:45"": 70.85997772216797, ""07:00"": 260.1533203125, ""07:15"": 501.17333984375, ""07:30"": 756.606689453125, ""07:45"": 993.7333374023438, ""08:00"": 1229.0400390625, ""08:15"": 1496.026611328125, ""08:30"": 1374.2733154296875, ""08:45"": 687.9000244140625, ""09:00"": 537.8400268554688, ""09:15"": 690.760009765625, ""09:30"": 2148.4931640625, ""09:45"": 1568.913330078125, ""10:00"": 1116.8133544921875, ""10:15"": 1415.853271484375, ""10:30"": 1774.9466552734375, ""10:45"": 1217.9866943359375, ""11:00"": 1231.3133544921875, ""11:15"": 1918.2999267578125, ""11:30"": 2347.433349609375, ""11:45"": 2804.433349609375, ""12:00"": 3179.88671875, ""12:15"": 3350.466552734375, ""12:30"": 3080.913330078125, ""12:45"": 2863.21337890625, ""13:00"": 2763.066650390625, ""13:15"": 2586.126708984375, ""13:30"": 2756.8466796875, ""13:45"": 2587.44677734375, ""14:00"": 1678.933349609375, ""14:15"": 1755.8399658203125, ""14:30"": 1850.2066650390625, ""14:45"": 2074.353271484375, ""15:00"": 2434.32666015625, ""15:15"": 2469.3798828125, ""15:30"": 2562.086669921875, ""15:45"": 2321.433349609375, ""16:00"": 2439.780029296875, ""16:15"": 2086.0, ""16:30"": 1964.17333984375, ""16:45"": 1343.0, ""17:00"": 1629.7933349609375, ""17:15"": 1324.4200439453125, ""17:30"": 1004.0066528320312, ""17:45"": 707.260009765625, ""18:00"": 564.8666381835938, ""18:15"": 414.1000061035156, ""18:30"": 316.8800048828125, ""18:45"": 215.373291015625, ""19:00"": 177.26666259765625, ""19:15"": 132.16668701171875, ""19:30"": 93.04668426513672, ""19:45"": 63.846614837646484, ""20:00"": 14.579951286315918, ""20:15"": -4.342637566878693e-06, ""20:30"": -4.342637566878693e-06, ""20:45"": -4.342637566878693e-06, ""21:00"": -4.342637566878693e-06, ""21:15"": -4.342637566878693e-06, ""21:30"": -4.342637566878693e-06, ""21:45"": -4.342637566878693e-06, ""22:00"": -4.342637566878693e-06, ""22:15"": -4.342637566878693e-06, ""22:30"": -4.342637566878693e-06, ""22:45"": -4.342637566878693e-06, ""23:00"": -4.342637566878693e-06, ""23:15"": -4.342637566878693e-06, ""23:30"": -4.342637566878693e-06, ""23:45"": -4.342637566878693e-06}'"
4,2019-07-01,Renewable,15,13,"b'{""00:00"": 8.150117537297774e-06, ""00:15"": 8.150117537297774e-06, ""00:30"": 8.150117537297774e-06, ""00:45"": 8.150117537297774e-06, ""01:00"": 8.150117537297774e-06, ""01:15"": 8.150117537297774e-06, ""01:30"": 8.150117537297774e-06, ""01:45"": 8.150117537297774e-06, ""02:00"": 8.150117537297774e-06, ""02:15"": 8.150117537297774e-06, ""02:30"": 8.150117537297774e-06, ""02:45"": 8.150117537297774e-06, ""03:00"": 8.150117537297774e-06, ""03:15"": 8.150117537297774e-06, ""03:30"": 8.150117537297774e-06, ""03:45"": 8.150117537297774e-06, ""04:00"": 8.150117537297774e-06, ""04:15"": 8.150117537297774e-06, ""04:30"": 8.150117537297774e-06, ""04:45"": 8.150117537297774e-06, ""05:00"": 8.150117537297774e-06, ""05:15"": 8.150117537297774e-06, ""05:30"": 8.150117537297774e-06, ""05:45"": 8.150117537297774e-06, ""06:00"": 8.150117537297774e-06, ""06:15"": 8.150117537297774e-06, ""06:30"": 4.566673755645752, ""06:45"": 28.96666717529297, ""07:00"": 64.15999603271484, ""07:15"": 106.09333038330078, ""07:30"": 184.72666931152344, ""07:45"": 368.49334716796875, ""08:00"": 374.17333984375, ""08:15"": 407.8999938964844, ""08:30"": 489.7200012207031, ""08:45"": 552.0800170898438, ""09:00"": 724.5999755859375, ""09:15"": 781.6866455078125, ""09:30"": 845.5067138671875, ""09:45"": 822.0800170898438, ""10:00"": 1093.2333984375, ""10:15"": 1032.913330078125, ""10:30"": 1073.9932861328125, ""10:45"": 991.086669921875, ""11:00"": 946.7333984375, ""11:15"": 676.1400146484375, ""11:30"": 840.0400390625, ""11:45"": 1101.67333984375, ""12:00"": 1263.82666015625, ""12:15"": 1152.373291015625, ""12:30"": 1008.6400146484375, ""12:45"": 1210.8399658203125, ""13:00"": 1328.9066162109375, ""13:15"": 1123.0, ""13:30"": 938.2000732421875, ""13:45"": 1061.6600341796875, ""14:00"": 685.106689453125, ""14:15"": 1083.5333251953125, ""14:30"": 949.2400512695312, ""14:45"": 706.3800048828125, ""15:00"": 652.106689453125, ""15:15"": 780.953369140625, ""15:30"": 565.7666625976562, ""15:45"": 726.4199829101562, ""16:00"": 447.62664794921875, ""16:15"": 302.6866760253906, ""16:30"": 355.1066589355469, ""16:45"": 203.76666259765625, ""17:00"": 403.3466796875, ""17:15"": 324.739990234375, ""17:30"": 173.04000854492188, ""17:45"": 133.1800079345703, ""18:00"": 107.7800064086914, ""18:15"": 107.54666900634766, ""18:30"": 75.75333404541016, ""18:45"": 43.746665954589844, ""19:00"": 61.73999786376953, ""19:15"": 41.280006408691406, ""19:30"": 14.446663856506348, ""19:45"": 4.646660327911377, ""20:00"": 8.150117537297774e-06, ""20:15"": 8.150117537297774e-06, ""20:30"": 8.150117537297774e-06, ""20:45"": 8.150117537297774e-06, ""21:00"": 8.150117537297774e-06, ""21:15"": 8.150117537297774e-06, ""21:30"": 8.150117537297774e-06, ""21:45"": 8.150117537297774e-06, ""22:00"": 8.150117537297774e-06, ""22:15"": 8.150117537297774e-06, ""22:30"": 8.150117537297774e-06, ""22:45"": 8.150117537297774e-06, ""23:00"": 8.150117537297774e-06, ""23:15"": 8.150117537297774e-06, ""23:30"": 8.150117537297774e-06, ""23:45"": 8.150117537297774e-06}'"
5,2019-07-02,Renewable,15,2,"b'{""00:00"": -2.5763711164472625e-06, ""00:15"": -2.5763711164472625e-06, ""00:30"": -2.5763711164472625e-06, ""00:45"": -2.5763711164472625e-06, ""01:00"": -2.5763711164472625e-06, ""01:15"": -2.5763711164472625e-06, ""01:30"": -2.5763711164472625e-06, ""01:45"": -2.5763711164472625e-06, ""02:00"": -2.5763711164472625e-06, ""02:15"": -2.5763711164472625e-06, ""02:30"": -2.5763711164472625e-06, ""02:45"": -2.5763711164472625e-06, ""03:00"": -2.5763711164472625e-06, ""03:15"": -2.5763711164472625e-06, ""03:30"": -2.5763711164472625e-06, ""03:45"": -2.5763711164472625e-06, ""04:00"": -2.5763711164472625e-06, ""04:15"": -2.5763711164472625e-06, ""04:30"": -2.5763711164472625e-06, ""04:45"": -2.5763711164472625e-06, ""05:00"": -2.5763711164472625e-06, ""05:15"": -2.5763711164472625e-06, ""05:30"": -2.5763711164472625e-06, ""05:45"": -2.5763711164472625e-06, ""06:00"": -2.5763711164472625e-06, ""06:15"": -2.5763711164472625e-06, ""06:30"": 4.9199957847595215, ""06:45"": 22.35999870300293, ""07:00"": 41.059993743896484, ""07:15"": 72.28001403808594, ""07:30"": 97.3800048828125, ""07:45"": 115.62001037597656, ""08:00"": 162.60000610351562, ""08:15"": 252.67333984375, ""08:30"": 214.23333740234375, ""08:45"": 290.8066711425781, ""09:00"": 533.6466674804688, ""09:15"": 369.67999267578125, ""09:30"": 518.9332885742188, ""09:45"": 405.9800109863281, ""10:00"": 430.65997314453125, ""10:15"": 475.5400085449219, ""10:30"": 542.893310546875, ""10:45"": 381.7933349609375, ""11:00"": 583.2333374023438, ""11:15"": 671.5399780273438, ""11:30"": 587.67333984375, ""11:45"": 982.4599609375, ""12:00"": 1108.4599609375, ""12:15"": 622.3800048828125, ""12:30"": 473.5999755859375, ""12:45"": 507.6533203125, ""13:00"": 543.193359375, ""13:15"": 689.9599609375, ""13:30"": 666.0999755859375, ""13:45"": 904.0266723632812, ""14:00"": 928.8399658203125, ""14:15"": 521.5333251953125, ""14:30"": 383.7933349609375, ""14:45"": 444.6866455078125, ""15:00"": 601.7799682617188, ""15:15"": 625.5333251953125, ""15:30"": 940.8333129882812, ""15:45"": 917.3466186523438, ""16:00"": 845.9533081054688, ""16:15"": 539.2066650390625, ""16:30"": 712.7133178710938, ""16:45"": 441.4266662597656, ""17:00"": 332.5466613769531, ""17:15"": 325.3666687011719, ""17:30"": 215.7866668701172, ""17:45"": 122.72000885009766, ""18:00"": 161.17999267578125, ""18:15"": 132.05332946777344, ""18:30"": 115.7066650390625, ""18:45"": 74.96000671386719, ""19:00"": 55.086666107177734, ""19:15"": 48.679988861083984, ""19:30"": 25.793333053588867, ""19:45"": 6.133328914642334, ""20:00"": -2.5763711164472625e-06, ""20:15"": -2.5763711164472625e-06, ""20:30"": -2.5763711164472625e-06, ""20:45"": -2.5763711164472625e-06, ""21:00"": -2.5763711164472625e-06, ""21:15"": -2.5763711164472625e-06, ""21:30"": -2.5763711164472625e-06, ""21:45"": -2.5763711164472625e-06, ""22:00"": -2.5763711164472625e-06, ""22:15"": -2.5763711164472625e-06, ""22:30"": -2.5763711164472625e-06, ""22:45"": -2.5763711164472625e-06, ""23:00"": -2.5763711164472625e-06, ""23:15"": -2.5763711164472625e-06, ""23:30"": -2.5763711164472625e-06, ""23:45"": -2.5763711164472625e-06}'"
6,2019-07-02,Renewable,15,6,"b'{""00:00"": 0.7066559195518494, ""00:15"": 0.7000030875205994, ""00:30"": 0.7466644644737244, ""00:45"": 0.9333404898643494, ""01:00"": 0.9066376090049744, ""01:15"": 0.9000152945518494, ""01:30"": 0.8266510367393494, ""01:45"": 0.7133392691612244, ""02:00"": 0.7000030875205994, ""02:15"": 0.7333282828330994, ""02:30"": 0.7133392691612244, ""02:45"": 0.7000030875205994, ""03:00"": 0.7199921011924744, ""03:15"": 0.7199921011924744, ""03:30"": 0.7133392691612244, ""03:45"": 0.9466766715049744, ""04:00"": 0.9200043082237244, ""04:15"": 0.9000152945518494, ""04:30"": 0.8599762320518494, ""04:45"": 0.7000030875205994, ""05:00"": 0.7133392691612244, ""05:15"": 0.7000030875205994, ""05:30"": 0.7000030875205994, ""05:45"": 0.7133392691612244, ""06:00"": 0.7333282828330994, ""06:15"": 4.513327121734619, ""06:30"": 14.706655502319336, ""06:45"": 23.726675033569336, ""07:00"": 35.453330993652344, ""07:15"": 47.64000701904297, ""07:30"": 56.16002655029297, ""07:45"": 65.34001922607422, ""08:00"": 163.30667114257812, ""08:15"": 488.67999267578125, ""08:30"": 658.3466796875, ""08:45"": 825.3400268554688, ""09:00"": 1047.306640625, ""09:15"": 1060.43994140625, ""09:30"": 1353.260009765625, ""09:45"": 1470.2933349609375, ""10:00"": 1573.586669921875, ""10:15"": 1593.67333984375, ""10:30"": 1287.4866943359375, ""10:45"": 1371.8133544921875, ""11:00"": 1194.5599365234375, ""11:15"": 1097.7467041015625, ""11:30"": 1015.6666259765625, ""11:45"": 922.3866577148438, ""12:00"": 2127.073486328125, ""12:15"": 2183.953369140625, ""12:30"": 2218.659912109375, ""12:45"": 2075.0400390625, ""13:00"": 2216.63330078125, ""13:15"": 1749.6800537109375, ""13:30"": 2287.840087890625, ""13:45"": 1977.586669921875, ""14:00"": 1463.219970703125, ""14:15"": 1095.67333984375, ""14:30"": 1594.953369140625, ""14:45"": 1565.260009765625, ""15:00"": 1656.47998046875, ""15:15"": 2032.333251953125, ""15:30"": 1035.4599609375, ""15:45"": 1373.7266845703125, ""16:00"": 1279.239990234375, ""16:15"": 1270.066650390625, ""16:30"": 1330.473388671875, ""16:45"": 1349.5933837890625, ""17:00"": 1678.21337890625, ""17:15"": 1521.4732666015625, ""17:30"": 1403.3599853515625, ""17:45"": 1188.6533203125, ""18:00"": 1060.0933837890625, ""18:15"": 898.1599731445312, ""18:30"": 744.2266235351562, ""18:45"": 582.6400146484375, ""19:00"": 270.67333984375, ""19:15"": 200.1133270263672, ""19:30"": 138.32666015625, ""19:45"": 46.52001190185547, ""20:00"": 7.606680393218994, ""20:15"": 0.7000030875205994, ""20:30"": 0.7066559195518494, ""20:45"": 0.7066559195518494, ""21:00"": 0.7466644644737244, ""21:15"": 0.8533234000205994, ""21:30"": 0.9733490347862244, ""21:45"": 0.9466766715049744, ""22:00"": 0.9666656851768494, ""22:15"": 0.9133514761924744, ""22:30"": 0.7400116324424744, ""22:45"": 0.7000030875205994, ""23:00"": 0.7000030875205994, ""23:15"": 0.7066559195518494, ""23:30"": 0.7066559195518494, ""23:45"": 0.7133392691612244}'"
7,2019-07-02,Renewable,15,8,"b'{""00:00"": 3.484587432467379e-05, ""00:15"": 3.484587432467379e-05, ""00:30"": 3.484587432467379e-05, ""00:45"": 3.484587432467379e-05, ""01:00"": 3.484587432467379e-05, ""01:15"": 3.484587432467379e-05, ""01:30"": 3.484587432467379e-05, ""01:45"": 3.484587432467379e-05, ""02:00"": 3.484587432467379e-05, ""02:15"": 3.484587432467379e-05, ""02:30"": 3.484587432467379e-05, ""02:45"": 3.484587432467379e-05, ""03:00"": 3.484587432467379e-05, ""03:15"": 3.484587432467379e-05, ""03:30"": 3.484587432467379e-05, ""03:45"": 3.484587432467379e-05, ""04:00"": 3.484587432467379e-05, ""04:15"": 3.484587432467379e-05, ""04:30"": 3.484587432467379e-05, ""04:45"": 3.484587432467379e-05, ""05:00"": 3.484587432467379e-05, ""05:15"": 3.484587432467379e-05, ""05:30"": 3.484587432467379e-05, ""05:45"": 3.484587432467379e-05, ""06:00"": 3.484587432467379e-05, ""06:15"": 5.706638813018799, ""06:30"": 33.69333267211914, ""06:45"": 66.7466812133789, ""07:00"": 91.53995513916016, ""07:15"": 113.31998443603516, ""07:30"": 144.39328002929688, ""07:45"": 214.95999145507812, ""08:00"": 369.6400146484375, ""08:15"": 437.20001220703125, ""08:30"": 718.1466674804688, ""08:45"": 707.086669921875, ""09:00"": 1180.146728515625, ""09:15"": 1488.2066650390625, ""09:30"": 1829.3199462890625, ""09:45"": 2096.38671875, ""10:00"": 2374.919921875, ""10:15"": 2431.726806640625, ""10:30"": 2448.85986328125, ""10:45"": 2938.280029296875, ""11:00"": 2492.933349609375, ""11:15"": 1168.11328125, ""11:30"": 2137.97998046875, ""11:45"": 3594.67333984375, ""12:00"": 3415.35986328125, ""12:15"": 3465.760009765625, ""12:30"": 3650.2666015625, ""12:45"": 3720.853271484375, ""13:00"": 3828.213134765625, ""13:15"": 3950.473388671875, ""13:30"": 4041.266845703125, ""13:45"": 3987.93994140625, ""14:00"": 3749.466552734375, ""14:15"": 3482.35986328125, ""14:30"": 3945.39990234375, ""14:45"": 3816.32666015625, ""15:00"": 3914.719970703125, ""15:15"": 3827.6064453125, ""15:30"": 3686.233154296875, ""15:45"": 3561.05322265625, ""16:00"": 3454.4599609375, ""16:15"": 3237.679931640625, ""16:30"": 3316.639892578125, ""16:45"": 3202.4599609375, ""17:00"": 3217.43994140625, ""17:15"": 2402.36669921875, ""17:30"": 2576.553466796875, ""17:45"": 2465.97998046875, ""18:00"": 1280.4400634765625, ""18:15"": 1226.3800048828125, ""18:30"": 1516.71337890625, ""18:45"": 1350.806640625, ""19:00"": 1125.1866455078125, ""19:15"": 835.3133544921875, ""19:30"": 234.35330200195312, ""19:45"": 62.22665786743164, ""20:00"": 10.546666145324707, ""20:15"": 3.484587432467379e-05, ""20:30"": 3.484587432467379e-05, ""20:45"": 3.484587432467379e-05, ""21:00"": 3.484587432467379e-05, ""21:15"": 3.484587432467379e-05, ""21:30"": 3.484587432467379e-05, ""21:45"": 3.484587432467379e-05, ""22:00"": 3.484587432467379e-05, ""22:15"": 3.484587432467379e-05, ""22:30"": 3.484587432467379e-05, ""22:45"": 3.484587432467379e-05, ""23:00"": 3.484587432467379e-05, ""23:15"": 3.484587432467379e-05, ""23:30"": 3.484587432467379e-05, ""23:45"": 3.484587432467379e-05}'"
