,date,delta_min,upac,time_series
0,2019-07-01,15,2,"b'{""00:00"": 266.52001953125, ""00:15"": 259.52667236328125, ""00:30"": 231.46664428710938, ""00:45"": 254.913330078125, ""01:00"": 196.18667602539062, ""01:15"": 245.66665649414062, ""01:30"": 128.40670776367188, ""01:45"": 171.98001098632812, ""02:00"": 143.96670532226562, ""02:15"": 155.42001342773438, ""02:30"": 187.60000610351562, ""02:45"": 810.239990234375, ""03:00"": 176.51333618164062, ""03:15"": 125.17330169677734, ""03:30"": 186.39334106445312, ""03:45"": 127.77999114990234, ""04:00"": 174.15335083007812, ""04:15"": 145.98666381835938, ""04:30"": 224.54666137695312, ""04:45"": 238.65335083007812, ""05:00"": 231.24667358398438, ""05:15"": 255.52667236328125, ""05:30"": 198.37332153320312, ""05:45"": 178.86666870117188, ""06:00"": 121.2933578491211, ""06:15"": 181.55337524414062, ""06:30"": 124.25997161865234, ""06:45"": 167.62002563476562, ""07:00"": 136.70004272460938, ""07:15"": 156.33334350585938, ""07:30"": 184.90670776367188, ""07:45"": 1037.8865966796875, ""08:00"": 1738.666748046875, ""08:15"": 815.3866577148438, ""08:30"": 1750.7266845703125, ""08:45"": 1888.4932861328125, ""09:00"": 2072.973388671875, ""09:15"": 1575.719970703125, ""09:30"": 1340.5467529296875, ""09:45"": 1177.02001953125, ""10:00"": 1205.32666015625, ""10:15"": 1151.300048828125, ""10:30"": 1211.59326171875, ""10:45"": 1163.739990234375, ""11:00"": 1187.9466552734375, ""11:15"": 381.6400146484375, ""11:30"": 286.7466735839844, ""11:45"": 1678.780029296875, ""12:00"": 2348.546630859375, ""12:15"": 1909.8599853515625, ""12:30"": 2142.29345703125, ""12:45"": 1795.4266357421875, ""13:00"": 294.6000061035156, ""13:15"": 153.12002563476562, ""13:30"": 193.92001342773438, ""13:45"": 202.72665405273438, ""14:00"": 1262.7999267578125, ""14:15"": 1334.433349609375, ""14:30"": 1269.873291015625, ""14:45"": 1862.306640625, ""15:00"": 1330.693359375, ""15:15"": 627.2999877929688, ""15:30"": 285.53997802734375, ""15:45"": 571.8999633789062, ""16:00"": 426.3466796875, ""16:15"": 290.16668701171875, ""16:30"": 213.94668579101562, ""16:45"": 217.54000854492188, ""17:00"": 271.7533264160156, ""17:15"": 248.68002319335938, ""17:30"": 292.32000732421875, ""17:45"": 266.4800109863281, ""18:00"": 398.32000732421875, ""18:15"": 861.8400268554688, ""18:30"": 157.68002319335938, ""18:45"": 255.82666015625, ""19:00"": 1108.0733642578125, ""19:15"": 906.393310546875, ""19:30"": 469.35333251953125, ""19:45"": 330.3266906738281, ""20:00"": 305.6933288574219, ""20:15"": 346.4466857910156, ""20:30"": 304.913330078125, ""20:45"": 286.9333190917969, ""21:00"": 334.7133483886719, ""21:15"": 291.2466735839844, ""21:30"": 591.4533081054688, ""21:45"": 1011.6666870117188, ""22:00"": 372.4066467285156, ""22:15"": 472.75335693359375, ""22:30"": 1214.2266845703125, ""22:45"": 438.1400146484375, ""23:00"": 468.0799865722656, ""23:15"": 347.913330078125, ""23:30"": 368.8799743652344, ""23:45"": 344.7066955566406}'"
1,2019-07-01,15,6,"b'{""00:00"": 63.133323669433594, ""00:15"": 62.866661071777344, ""00:30"": 62.480003356933594, ""00:45"": 76.17333221435547, ""01:00"": 115.19332122802734, ""01:15"": 90.2733383178711, ""01:30"": 222.32000732421875, ""01:45"": 213.35333251953125, ""02:00"": 208.2933349609375, ""02:15"": 171.433349609375, ""02:30"": 96.26668548583984, ""02:45"": 59.78667449951172, ""03:00"": 60.17998504638672, ""03:15"": 60.473350524902344, ""03:30"": 60.72667694091797, ""03:45"": 107.62667083740234, ""04:00"": 81.84667205810547, ""04:15"": 68.40666961669922, ""04:30"": 226.22000122070312, ""04:45"": 215.50668334960938, ""05:00"": 210.57998657226562, ""05:15"": 210.11331176757812, ""05:30"": 65.95333099365234, ""05:45"": 60.37334442138672, ""06:00"": 59.96001434326172, ""06:15"": 58.40666961669922, ""06:30"": 72.87999725341797, ""06:45"": 113.59334564208984, ""07:00"": 60.626670837402344, ""07:15"": 73.47997283935547, ""07:30"": 227.98001098632812, ""07:45"": 220.59332275390625, ""08:00"": 239.90667724609375, ""08:15"": 185.17999267578125, ""08:30"": 68.26665496826172, ""08:45"": 69.5666732788086, ""09:00"": 70.59331512451172, ""09:15"": 78.86666107177734, ""09:30"": 120.0333480834961, ""09:45"": 624.2266845703125, ""10:00"": 1129.306640625, ""10:15"": 239.12667846679688, ""10:30"": 212.33999633789062, ""10:45"": 169.00668334960938, ""11:00"": 163.8133544921875, ""11:15"": 104.67333221435547, ""11:30"": 101.6333236694336, ""11:45"": 100.08666229248047, ""12:00"": 100.28667449951172, ""12:15"": 117.61333465576172, ""12:30"": 153.16665649414062, ""12:45"": 242.95999145507812, ""13:00"": 250.933349609375, ""13:15"": 250.2933349609375, ""13:30"": 233.94000244140625, ""13:45"": 131.31997680664062, ""14:00"": 132.36666870117188, ""14:15"": 95.0466537475586, ""14:30"": 94.93334197998047, ""14:45"": 94.04000091552734, ""15:00"": 66.94664764404297, ""15:15"": 160.44003295898438, ""15:30"": 246.16668701171875, ""15:45"": 494.3066711425781, ""16:00"": 280.8399963378906, ""16:15"": 236.760009765625, ""16:30"": 281.82666015625, ""16:45"": 388.5, ""17:00"": 118.61333465576172, ""17:15"": 106.37999725341797, ""17:30"": 108.08666229248047, ""17:45"": 89.02666473388672, ""18:00"": 101.33333587646484, ""18:15"": 165.64666748046875, ""18:30"": 225.2066650390625, ""18:45"": 237.3133544921875, ""19:00"": 243.21334838867188, ""19:15"": 237.9666748046875, ""19:30"": 140.11334228515625, ""19:45"": 121.85997772216797, ""20:00"": 97.4800033569336, ""20:15"": 96.3399887084961, ""20:30"": 95.7400131225586, ""20:45"": 96.0666732788086, ""21:00"": 132.1199951171875, ""21:15"": 65.14665985107422, ""21:30"": 119.22664642333984, ""21:45"": 216.3133544921875, ""22:00"": 209.8466796875, ""22:15"": 221.62002563476562, ""22:30"": 181.67999267578125, ""22:45"": 62.73332977294922, ""23:00"": 59.37999725341797, ""23:15"": 59.240013122558594, ""23:30"": 59.08666229248047, ""23:45"": 95.56664276123047}'"
2,2019-07-01,15,8,"b'{""00:00"": 2081.28662109375, ""00:15"": 2660.373291015625, ""00:30"": 2190.333251953125, ""00:45"": 3164.63330078125, ""01:00"": 3604.119873046875, ""01:15"": 1933.2933349609375, ""01:30"": 2032.659912109375, ""01:45"": 1679.873291015625, ""02:00"": 2005.9000244140625, ""02:15"": 1985.699951171875, ""02:30"": 1789.89990234375, ""02:45"": 3433.139892578125, ""03:00"": 1909.24658203125, ""03:15"": 2310.566650390625, ""03:30"": 1999.5067138671875, ""03:45"": 1656.8399658203125, ""04:00"": 1239.179931640625, ""04:15"": 1392.74658203125, ""04:30"": 2830.780029296875, ""04:45"": 3909.080078125, ""05:00"": 1948.419921875, ""05:15"": 1973.7266845703125, ""05:30"": 1750.11328125, ""05:45"": 2506.646728515625, ""06:00"": 1929.2066650390625, ""06:15"": 2736.24658203125, ""06:30"": 4103.953125, ""06:45"": 2674.17333984375, ""07:00"": 2189.493408203125, ""07:15"": 1880.3865966796875, ""07:30"": 2415.28662109375, ""07:45"": 2178.893310546875, ""08:00"": 3080.953369140625, ""08:15"": 2639.419921875, ""08:30"": 2645.0732421875, ""08:45"": 2619.473388671875, ""09:00"": 2162.373291015625, ""09:15"": 3782.10009765625, ""09:30"": 4461.16015625, ""09:45"": 3285.006591796875, ""10:00"": 2024.67333984375, ""10:15"": 2086.619873046875, ""10:30"": 2396.25341796875, ""10:45"": 2374.79345703125, ""11:00"": 2611.05322265625, ""11:15"": 3969.760009765625, ""11:30"": 2725.3798828125, ""11:45"": 2661.7666015625, ""12:00"": 2441.13330078125, ""12:15"": 3420.446533203125, ""12:30"": 3278.86669921875, ""12:45"": 3148.146728515625, ""13:00"": 3390.526611328125, ""13:15"": 3132.7333984375, ""13:30"": 3153.706787109375, ""13:45"": 3117.993408203125, ""14:00"": 2697.413330078125, ""14:15"": 3600.533203125, ""14:30"": 2635.313232421875, ""14:45"": 2695.466552734375, ""15:00"": 2779.953369140625, ""15:15"": 4318.4599609375, ""15:30"": 2852.28662109375, ""15:45"": 2906.13330078125, ""16:00"": 2555.44677734375, ""16:15"": 2448.719970703125, ""16:30"": 3707.473388671875, ""16:45"": 2373.7333984375, ""17:00"": 2801.320068359375, ""17:15"": 2368.340087890625, ""17:30"": 2676.006591796875, ""17:45"": 3071.659912109375, ""18:00"": 3065.046630859375, ""18:15"": 2773.219970703125, ""18:30"": 2948.513427734375, ""18:45"": 2759.74658203125, ""19:00"": 2901.9267578125, ""19:15"": 3306.86669921875, ""19:30"": 2747.4599609375, ""19:45"": 2482.313232421875, ""20:00"": 2525.880126953125, ""20:15"": 2645.6201171875, ""20:30"": 2657.7734375, ""20:45"": 4102.5400390625, ""21:00"": 4179.97314453125, ""21:15"": 4082.3134765625, ""21:30"": 4264.31982421875, ""21:45"": 3352.36669921875, ""22:00"": 2833.0400390625, ""22:15"": 3659.806640625, ""22:30"": 2414.52001953125, ""22:45"": 3102.046630859375, ""23:00"": 2661.8466796875, ""23:15"": 2469.97998046875, ""23:30"": 3471.1533203125, ""23:45"": 2362.40673828125}'"
3,2019-07-01,15,9,"b'{""00:00"": 304.11334228515625, ""00:15"": 233.0599822998047, ""00:30"": 348.3399963378906, ""00:45"": 276.1866760253906, ""01:00"": 255.76666259765625, ""01:15"": 353.8999938964844, ""01:30"": 175.6266632080078, ""01:45"": 202.4866485595703, ""02:00"": 276.3933410644531, ""02:15"": 253.92001342773438, ""02:30"": 312.5533447265625, ""02:45"": 277.88665771484375, ""03:00"": 204.94667053222656, ""03:15"": 312.52667236328125, ""03:30"": 261.6400146484375, ""03:45"": 229.3200225830078, ""04:00"": 323.1399841308594, ""04:15"": 202.00001525878906, ""04:30"": 274.2200012207031, ""04:45"": 279.5666809082031, ""05:00"": 118.13999938964844, ""05:15"": 198.0733184814453, ""05:30"": 187.72666931152344, ""05:45"": 232.6999969482422, ""06:00"": 298.3466796875, ""06:15"": 231.8400115966797, ""06:30"": 305.3066711425781, ""06:45"": 203.41334533691406, ""07:00"": 457.1266784667969, ""07:15"": 498.67999267578125, ""07:30"": 420.4466552734375, ""07:45"": 522.9400024414062, ""08:00"": 427.8066711425781, ""08:15"": 436.6000061035156, ""08:30"": 728.9600219726562, ""08:45"": 489.26666259765625, ""09:00"": 469.1266784667969, ""09:15"": 501.6000061035156, ""09:30"": 229.1999969482422, ""09:45"": 244.739990234375, ""10:00"": 319.5533142089844, ""10:15"": 208.18666076660156, ""10:30"": 277.3399963378906, ""10:45"": 290.26666259765625, ""11:00"": 207.21998596191406, ""11:15"": 463.5133361816406, ""11:30"": 440.2933349609375, ""11:45"": 789.9666748046875, ""12:00"": 1943.526611328125, ""12:15"": 1718.7532958984375, ""12:30"": 1947.28662109375, ""12:45"": 673.3333129882812, ""13:00"": 511.9200134277344, ""13:15"": 506.8733215332031, ""13:30"": 500.76666259765625, ""13:45"": 463.7733459472656, ""14:00"": 399.02667236328125, ""14:15"": 504.61334228515625, ""14:30"": 490.0799865722656, ""14:45"": 375.1533508300781, ""15:00"": 486.8066711425781, ""15:15"": 456.7200012207031, ""15:30"": 399.49334716796875, ""15:45"": 507.09332275390625, ""16:00"": 423.0733337402344, ""16:15"": 252.59999084472656, ""16:30"": 331.7733459472656, ""16:45"": 228.37998962402344, ""17:00"": 284.5733337402344, ""17:15"": 306.3133239746094, ""17:30"": 207.2666473388672, ""17:45"": 331.44000244140625, ""18:00"": 605.2266845703125, ""18:15"": 974.4466552734375, ""18:30"": 1357.0533447265625, ""18:45"": 779.2266845703125, ""19:00"": 450.47332763671875, ""19:15"": 2264.5, ""19:30"": 1995.2265625, ""19:45"": 1805.1666259765625, ""20:00"": 1343.0933837890625, ""20:15"": 497.49334716796875, ""20:30"": 452.1600036621094, ""20:45"": 428.6399841308594, ""21:00"": 535.3666381835938, ""21:15"": 554.3666381835938, ""21:30"": 888.6133422851562, ""21:45"": 496.1066589355469, ""22:00"": 522.2133178710938, ""22:15"": 513.17333984375, ""22:30"": 493.6866760253906, ""22:45"": 372.9599914550781, ""23:00"": 347.0466613769531, ""23:15"": 251.9066619873047, ""23:30"": 333.739990234375, ""23:45"": 295.9800109863281}'"
4,2019-07-01,15,13,"b'{""00:00"": 1214.413330078125, ""00:15"": 1098.32666015625, ""00:30"": 964.1799926757812, ""00:45"": 822.5333862304688, ""01:00"": 565.2000122070312, ""01:15"": 781.8133544921875, ""01:30"": 1053.13330078125, ""01:45"": 962.6199951171875, ""02:00"": 1296.2467041015625, ""02:15"": 1112.300048828125, ""02:30"": 910.6466674804688, ""02:45"": 1125.0733642578125, ""03:00"": 1053.066650390625, ""03:15"": 981.9400024414062, ""03:30"": 1048.693359375, ""03:45"": 998.47998046875, ""04:00"": 1184.3333740234375, ""04:15"": 948.933349609375, ""04:30"": 838.413330078125, ""04:45"": 1025.2066650390625, ""05:00"": 945.3133544921875, ""05:15"": 671.2666625976562, ""05:30"": 860.7532958984375, ""05:45"": 1056.7532958984375, ""06:00"": 928.7466430664062, ""06:15"": 1284.453369140625, ""06:30"": 1037.9866943359375, ""06:45"": 976.066650390625, ""07:00"": 1232.0333251953125, ""07:15"": 678.4332885742188, ""07:30"": 940.8399658203125, ""07:45"": 1231.3399658203125, ""08:00"": 1050.126708984375, ""08:15"": 1965.0133056640625, ""08:30"": 1477.0933837890625, ""08:45"": 1071.219970703125, ""09:00"": 970.086669921875, ""09:15"": 896.2333374023438, ""09:30"": 1005.9066772460938, ""09:45"": 2297.666748046875, ""10:00"": 1274.300048828125, ""10:15"": 1226.56005859375, ""10:30"": 1199.6533203125, ""10:45"": 1151.8133544921875, ""11:00"": 2798.373291015625, ""11:15"": 1308.7266845703125, ""11:30"": 1255.3333740234375, ""11:45"": 1318.9666748046875, ""12:00"": 1228.219970703125, ""12:15"": 2943.719970703125, ""12:30"": 1062.2332763671875, ""12:45"": 1063.86669921875, ""13:00"": 975.2799682617188, ""13:15"": 1130.88671875, ""13:30"": 1323.1533203125, ""13:45"": 1368.800048828125, ""14:00"": 921.7933349609375, ""14:15"": 856.9466552734375, ""14:30"": 946.3466796875, ""14:45"": 1098.6400146484375, ""15:00"": 999.7466430664062, ""15:15"": 1034.3199462890625, ""15:30"": 1043.86669921875, ""15:45"": 1197.6866455078125, ""16:00"": 1155.933349609375, ""16:15"": 1067.36669921875, ""16:30"": 989.1133422851562, ""16:45"": 1143.9866943359375, ""17:00"": 1159.260009765625, ""17:15"": 1060.193359375, ""17:30"": 1246.2532958984375, ""17:45"": 1427.7667236328125, ""18:00"": 1197.4932861328125, ""18:15"": 1276.4066162109375, ""18:30"": 1518.8399658203125, ""18:45"": 1373.32666015625, ""19:00"": 1465.1800537109375, ""19:15"": 1389.9200439453125, ""19:30"": 1659.8199462890625, ""19:45"": 1221.0999755859375, ""20:00"": 1120.699951171875, ""20:15"": 974.2933349609375, ""20:30"": 750.9733276367188, ""20:45"": 815.4266967773438, ""21:00"": 901.52001953125, ""21:15"": 931.219970703125, ""21:30"": 1066.046630859375, ""21:45"": 1074.5, ""22:00"": 1061.2666015625, ""22:15"": 1110.3199462890625, ""22:30"": 2712.3466796875, ""22:45"": 3362.046630859375, ""23:00"": 3080.313232421875, ""23:15"": 3123.986572265625, ""23:30"": 3323.20654296875, ""23:45"": 3340.393310546875}'"
5,2019-07-02,15,2,"b'{""00:00"": 295.5000305175781, ""00:15"": 444.6533203125, ""00:30"": 386.2133483886719, ""00:45"": 373.3066711425781, ""01:00"": 817.280029296875, ""01:15"": 457.12664794921875, ""01:30"": 321.1400146484375, ""01:45"": 297.9399719238281, ""02:00"": 305.913330078125, ""02:15"": 265.78668212890625, ""02:30"": 253.76669311523438, ""02:45"": 294.52667236328125, ""03:00"": 198.60000610351562, ""03:15"": 242.38668823242188, ""03:30"": 234.48001098632812, ""03:45"": 259.82000732421875, ""04:00"": 374.9200134277344, ""04:15"": 334.6000061035156, ""04:30"": 216.69998168945312, ""04:45"": 114.6666488647461, ""05:00"": 174.40664672851562, ""05:15"": 151.23330688476562, ""05:30"": 120.1533432006836, ""05:45"": 174.37332153320312, ""06:00"": 108.60665130615234, ""06:15"": 154.74667358398438, ""06:30"": 131.72665405273438, ""06:45"": 129.52005004882812, ""07:00"": 158.55331420898438, ""07:15"": 323.84002685546875, ""07:30"": 590.066650390625, ""07:45"": 1949.893310546875, ""08:00"": 1886.413330078125, ""08:15"": 1720.7999267578125, ""08:30"": 2699.0068359375, ""08:45"": 3168.35986328125, ""09:00"": 2882.026611328125, ""09:15"": 1427.699951171875, ""09:30"": 1428.3466796875, ""09:45"": 1457.6533203125, ""10:00"": 1382.8599853515625, ""10:15"": 1399.760009765625, ""10:30"": 1381.0799560546875, ""10:45"": 1244.1600341796875, ""11:00"": 907.3200073242188, ""11:15"": 2727.93994140625, ""11:30"": 3678.24658203125, ""11:45"": 2590.5732421875, ""12:00"": 4270.6865234375, ""12:15"": 1495.8533935546875, ""12:30"": 1715.0333251953125, ""12:45"": 1684.0133056640625, ""13:00"": 1647.6666259765625, ""13:15"": 231.12667846679688, ""13:30"": 186.10000610351562, ""13:45"": 131.66665649414062, ""14:00"": 165.84671020507812, ""14:15"": 242.01333618164062, ""14:30"": 917.3533325195312, ""14:45"": 218.13333129882812, ""15:00"": 227.59335327148438, ""15:15"": 157.36001586914062, ""15:30"": 285.5533447265625, ""15:45"": 276.67333984375, ""16:00"": 237.03335571289062, ""16:15"": 885.0, ""16:30"": 655.9000244140625, ""16:45"": 424.3933410644531, ""17:00"": 291.64666748046875, ""17:15"": 241.38668823242188, ""17:30"": 616.47998046875, ""17:45"": 1267.760009765625, ""18:00"": 1202.046630859375, ""18:15"": 1294.526611328125, ""18:30"": 1270.2467041015625, ""18:45"": 1164.67333984375, ""19:00"": 1266.646728515625, ""19:15"": 305.1933288574219, ""19:30"": 236.92001342773438, ""19:45"": 540.5133056640625, ""20:00"": 270.1866760253906, ""20:15"": 307.3666687011719, ""20:30"": 314.70001220703125, ""20:45"": 349.8200378417969, ""21:00"": 685.7000122070312, ""21:15"": 1519.9666748046875, ""21:30"": 1522.7933349609375, ""21:45"": 1535.0067138671875, ""22:00"": 1558.1666259765625, ""22:15"": 616.7466430664062, ""22:30"": 304.1533508300781, ""22:45"": 240.11337280273438, ""23:00"": 298.4666748046875, ""23:15"": 264.5266418457031, ""23:30"": 308.2200012207031, ""23:45"": 195.94668579101562}'"
6,2019-07-02,15,6,"b'{""00:00"": 91.46666717529297, ""00:15"": 59.22002410888672, ""00:30"": 91.84667205810547, ""00:45"": 219.7933349609375, ""01:00"": 211.913330078125, ""01:15"": 262.4466857910156, ""01:30"": 160.8800048828125, ""01:45"": 57.786643981933594, ""02:00"": 57.70665740966797, ""02:15"": 57.753318786621094, ""02:30"": 70.20000457763672, ""02:45"": 114.39998626708984, ""03:00"": 58.99333953857422, ""03:15"": 59.22002410888672, ""03:30"": 68.40001678466797, ""03:45"": 276.55999755859375, ""04:00"": 312.40667724609375, ""04:15"": 301.5133361816406, ""04:30"": 172.92001342773438, ""04:45"": 67.47332000732422, ""05:00"": 67.82665252685547, ""05:15"": 68.15999603271484, ""05:30"": 116.27330780029297, ""05:45"": 87.23332977294922, ""06:00"": 803.6666870117188, ""06:15"": 62.159996032714844, ""06:30"": 129.26666259765625, ""06:45"": 231.76669311523438, ""07:00"": 280.8733215332031, ""07:15"": 211.93331909179688, ""07:30"": 109.48665618896484, ""07:45"": 64.27999114990234, ""08:00"": 65.07332611083984, ""08:15"": 87.95333099365234, ""08:30"": 113.1666488647461, ""08:45"": 66.6333236694336, ""09:00"": 66.7866439819336, ""09:15"": 66.88665008544922, ""09:30"": 107.24666595458984, ""09:45"": 264.933349609375, ""10:00"": 247.9866943359375, ""10:15"": 215.39334106445312, ""10:30"": 151.28665161132812, ""10:45"": 67.34667205810547, ""11:00"": 64.50667572021484, ""11:15"": 125.05330657958984, ""11:30"": 75.81331634521484, ""11:45"": 65.81999969482422, ""12:00"": 69.03331756591797, ""12:15"": 68.11998748779297, ""12:30"": 80.4466781616211, ""12:45"": 273.8933410644531, ""13:00"": 222.50668334960938, ""13:15"": 213.73333740234375, ""13:30"": 197.8466796875, ""13:45"": 129.65335083007812, ""14:00"": 187.44003295898438, ""14:15"": 182.5533447265625, ""14:30"": 154.21331787109375, ""14:45"": 154.5, ""15:00"": 144.86001586914062, ""15:15"": 133.10000610351562, ""15:30"": 208.74667358398438, ""15:45"": 327.23333740234375, ""16:00"": 301.3066711425781, ""16:15"": 295.8599853515625, ""16:30"": 247.48001098632812, ""16:45"": 165.83334350585938, ""17:00"": 208.92666625976562, ""17:15"": 153.34002685546875, ""17:30"": 149.88665771484375, ""17:45"": 145.00668334960938, ""18:00"": 99.41332244873047, ""18:15"": 104.11998748779297, ""18:30"": 162.16665649414062, ""18:45"": 227.55999755859375, ""19:00"": 219.913330078125, ""19:15"": 214.3466796875, ""19:30"": 148.18002319335938, ""19:45"": 123.27999114990234, ""20:00"": 78.64665985107422, ""20:15"": 68.41332244873047, ""20:30"": 68.0666732788086, ""20:45"": 67.85335540771484, ""21:00"": 140.81332397460938, ""21:15"": 267.73333740234375, ""21:30"": 262.7266845703125, ""21:45"": 256.2400207519531, ""22:00"": 310.1000061035156, ""22:15"": 273.9599914550781, ""22:30"": 192.3466796875, ""22:45"": 139.1533203125, ""23:00"": 98.0999984741211, ""23:15"": 80.02001190185547, ""23:30"": 74.09331512451172, ""23:45"": 70.44664764404297}'"
7,2019-07-02,15,8,"b'{""00:00"": 2724.973388671875, ""00:15"": 2355.47998046875, ""00:30"": 3159.78662109375, ""00:45"": 2616.893310546875, ""01:00"": 3310.94677734375, ""01:15"": 2044.193359375, ""01:30"": 1995.7332763671875, ""01:45"": 2023.7265625, ""02:00"": 1477.13330078125, ""02:15"": 1816.5533447265625, ""02:30"": 2883.666748046875, ""02:45"": 1679.6666259765625, ""03:00"": 1755.4066162109375, ""03:15"": 1492.199951171875, ""03:30"": 1471.9066162109375, ""03:45"": 1465.413330078125, ""04:00"": 2416.186767578125, ""04:15"": 1581.20654296875, ""04:30"": 2557.473388671875, ""04:45"": 2994.546630859375, ""05:00"": 2166.63330078125, ""05:15"": 1928.2667236328125, ""05:30"": 6943.39306640625, ""05:45"": 6695.23974609375, ""06:00"": 4787.39990234375, ""06:15"": 3360.919921875, ""06:30"": 3965.7734375, ""06:45"": 2621.10009765625, ""07:00"": 2312.853271484375, ""07:15"": 2082.55322265625, ""07:30"": 1845.3466796875, ""07:45"": 2813.11328125, ""08:00"": 2325.159912109375, ""08:15"": 2214.566650390625, ""08:30"": 2406.193359375, ""08:45"": 4711.5, ""09:00"": 4141.02685546875, ""09:15"": 4727.546875, ""09:30"": 4934.10009765625, ""09:45"": 4951.2734375, ""10:00"": 3937.413330078125, ""10:15"": 3762.739990234375, ""10:30"": 4091.400146484375, ""10:45"": 2785.813232421875, ""11:00"": 2989.780029296875, ""11:15"": 2921.90673828125, ""11:30"": 2685.526611328125, ""11:45"": 2912.013427734375, ""12:00"": 3146.32666015625, ""12:15"": 3804.099853515625, ""12:30"": 3012.526611328125, ""12:45"": 2630.833251953125, ""13:00"": 2568.59326171875, ""13:15"": 2621.6533203125, ""13:30"": 2766.813232421875, ""13:45"": 3586.546630859375, ""14:00"": 2144.586669921875, ""14:15"": 2530.953369140625, ""14:30"": 2828.966552734375, ""14:45"": 2634.006591796875, ""15:00"": 2647.47998046875, ""15:15"": 2845.9267578125, ""15:30"": 2404.026611328125, ""15:45"": 2100.953369140625, ""16:00"": 2158.833251953125, ""16:15"": 2688.75341796875, ""16:30"": 4288.90673828125, ""16:45"": 6928.02001953125, ""17:00"": 8634.900390625, ""17:15"": 5734.24658203125, ""17:30"": 4221.98681640625, ""17:45"": 2999.933349609375, ""18:00"": 2535.78662109375, ""18:15"": 3430.666748046875, ""18:30"": 2283.74658203125, ""18:45"": 2404.433349609375, ""19:00"": 2270.38671875, ""19:15"": 2368.026611328125, ""19:30"": 2337.840087890625, ""19:45"": 5395.4130859375, ""20:00"": 4645.61328125, ""20:15"": 2744.3798828125, ""20:30"": 2948.5400390625, ""20:45"": 2920.706787109375, ""21:00"": 3540.2265625, ""21:15"": 3761.993408203125, ""21:30"": 4370.919921875, ""21:45"": 8127.0869140625, ""22:00"": 4822.63330078125, ""22:15"": 3198.44677734375, ""22:30"": 3468.919921875, ""22:45"": 3447.280029296875, ""23:00"": 2877.806640625, ""23:15"": 3335.11328125, ""23:30"": 3205.473388671875, ""23:45"": 2246.293212890625}'"
8,2019-07-02,15,9,"b'{""00:00"": 206.9533233642578, ""00:15"": 328.52667236328125, ""00:30"": 261.5400085449219, ""00:45"": 234.82667541503906, ""01:00"": 325.0866394042969, ""01:15"": 231.77333068847656, ""01:30"": 262.0799865722656, ""01:45"": 319.3066711425781, ""02:00"": 202.9733428955078, ""02:15"": 292.2733154296875, ""02:30"": 280.5333251953125, ""02:45"": 203.8333282470703, ""03:00"": 321.1199951171875, ""03:15"": 255.16665649414062, ""03:30"": 230.84666442871094, ""03:45"": 324.0133361816406, ""04:00"": 217.9066619873047, ""04:15"": 249.72000122070312, ""04:30"": 188.09999084472656, ""04:45"": 86.60002136230469, ""05:00"": 291.2066650390625, ""05:15"": 269.9666748046875, ""05:30"": 231.93333435058594, ""05:45"": 858.7733154296875, ""06:00"": 397.2866516113281, ""06:15"": 479.3133239746094, ""06:30"": 478.8599853515625, ""06:45"": 374.14666748046875, ""07:00"": 478.2266540527344, ""07:15"": 425.5333251953125, ""07:30"": 300.97332763671875, ""07:45"": 324.2266540527344, ""08:00"": 112.80668640136719, ""08:15"": 160.89332580566406, ""08:30"": 365.3800048828125, ""08:45"": 431.6666564941406, ""09:00"": 530.5399780273438, ""09:15"": 458.21331787109375, ""09:30"": 751.1866455078125, ""09:45"": 527.913330078125, ""10:00"": 404.7733154296875, ""10:15"": 491.1933288574219, ""10:30"": 1102.56005859375, ""10:45"": 1011.7467041015625, ""11:00"": 850.4600219726562, ""11:15"": 842.2066650390625, ""11:30"": 981.6666870117188, ""11:45"": 1487.526611328125, ""12:00"": 764.8133544921875, ""12:15"": 506.2733459472656, ""12:30"": 523.5466918945312, ""12:45"": 505.8933410644531, ""13:00"": 479.6199951171875, ""13:15"": 292.0999755859375, ""13:30"": 353.5199890136719, ""13:45"": 677.433349609375, ""14:00"": 380.7200012207031, ""14:15"": 376.2799987792969, ""14:30"": 363.1666564941406, ""14:45"": 377.1266784667969, ""15:00"": 530.806640625, ""15:15"": 528.9000244140625, ""15:30"": 408.4666748046875, ""15:45"": 484.2733459472656, ""16:00"": 474.9333190917969, ""16:15"": 390.7266540527344, ""16:30"": 504.8466796875, ""16:45"": 424.6399841308594, ""17:00"": 1135.7666015625, ""17:15"": 498.20001220703125, ""17:30"": 421.09332275390625, ""17:45"": 403.6533203125, ""18:00"": 331.2533264160156, ""18:15"": 215.77333068847656, ""18:30"": 297.3133239746094, ""18:45"": 299.0733337402344, ""19:00"": 208.37998962402344, ""19:15"": 332.6199951171875, ""19:30"": 261.086669921875, ""19:45"": 243.0, ""20:00"": 402.1199951171875, ""20:15"": 1636.5399169921875, ""20:30"": 2734.306640625, ""20:45"": 884.32666015625, ""21:00"": 603.5, ""21:15"": 531.780029296875, ""21:30"": 551.82666015625, ""21:45"": 581.3200073242188, ""22:00"": 484.35333251953125, ""22:15"": 503.2200012207031, ""22:30"": 614.7000122070312, ""22:45"": 353.3800048828125, ""23:00"": 386.4866638183594, ""23:15"": 379.7866516113281, ""23:30"": 347.9800109863281, ""23:45"": 335.1666564941406}'"
